"","eventid","country_txt","region_txt","success","suicide","attacktype1_txt","targtype1_txt","nkill","nkillter","nwound","gdp"
"2665",201703220033,"India","South Asia",1,0,"Facility/Infrastructure Attack","Business",0,0,0,"2.63095E+12"
"2313",201712240021,"Germany","Western Europe",1,1,"Armed Assault","Private Citizens & Property",0,0,1,"3.86576E+12"
"8182",201706240010,"Philippines","Southeast Asia",1,0,"Facility/Infrastructure Attack","Business",0,0,0,"3.03356E+11"
"1709",201703090052,"Central African Republic","Sub-Saharan Africa",1,0,"Armed Assault","Government (Diplomatic)",1,0,0,"1560913335"
"8671",201712050021,"Philippines","Southeast Asia",1,0,"Armed Assault","Private Citizens & Property",3,0,-999,"3.03356E+11"
"10055",201712280006,"Thailand","Southeast Asia",1,0,"Bombing/Explosion","Military",0,0,0,"4.22941E+11"
"5147",201708230016,"Iraq","Middle East & North Africa",0,1,"Bombing/Explosion","Police",2,2,0,"2.08595E+11"
"412",201703280011,"Afghanistan","South Asia",1,0,"Unknown","Police",-999,-999,2,"20744935406"
"6466",201701290020,"Myanmar","Southeast Asia",1,0,"Assassination","Private Citizens & Property",2,0,0,"79495831533"
"8588",201707290014,"Philippines","Southeast Asia",0,0,"Assassination","Government (General)",0,0,0,"3.03356E+11"
"1612",201711100034,"Cameroon","Sub-Saharan Africa",1,0,"Unknown","Military",1,0,0,"36364818793"
"10238",201707010006,"Turkey","Middle East & North Africa",1,0,"Assassination","Private Citizens & Property",1,0,0,"1.20604E+12"
"7039",201703300025,"Nigeria","Sub-Saharan Africa",1,1,"Bombing/Explosion","Private Citizens & Property",6,1,9,"4.60457E+11"
"8939",201704080043,"Somalia","Sub-Saharan Africa",0,0,"Armed Assault","Military",2,2,-999,NA
"2498",201705140031,"India","South Asia",1,0,"Armed Assault","Police",0,0,1,"2.63095E+12"
"8915",201703050015,"Somalia","Sub-Saharan Africa",1,0,"Bombing/Explosion","Military",-999,-999,-999,NA
"8186",201712200021,"Philippines","Southeast Asia",1,0,"Bombing/Explosion","Military",0,0,0,"3.03356E+11"
"6328",201711060024,"Mali","Sub-Saharan Africa",1,0,"Bombing/Explosion","Military",0,0,3,"14146600519"
"2155",201703010049,"Egypt","Middle East & North Africa",1,0,"Bombing/Explosion","Police",0,0,1,"2.7171E+11"
"614",201701230007,"Afghanistan","South Asia",1,0,"Hostage Taking (Kidnapping)","Police",5,5,0,"20744935406"
"6460",201709120022,"Myanmar","Southeast Asia",1,0,"Bombing/Explosion","Military",0,0,0,"79495831533"
"8304",201706200031,"Philippines","Southeast Asia",1,0,"Armed Assault","Military",1,0,0,"3.03356E+11"
"2052",201703250038,"Egypt","Middle East & North Africa",1,0,"Bombing/Explosion","Military",0,0,0,"2.7171E+11"
"6875",201701030044,"Nigeria","Sub-Saharan Africa",0,0,"Hostage Taking (Kidnapping)","Private Citizens & Property",-999,-999,-999,"4.60457E+11"
"4161",201709030015,"Iraq","Middle East & North Africa",1,0,"Unknown","Private Citizens & Property",5,0,0,"2.08595E+11"
"10628",201704010008,"West Bank and Gaza Strip","Middle East & North Africa",1,0,"Armed Assault","Private Citizens & Property",1,1,3,"12136735452"
"622",201705130017,"Afghanistan","South Asia",1,0,"Bombing/Explosion","Military",4,4,0,"20744935406"
"4339",201703070060,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Terrorists/Non-State Militia",0,0,2,"2.08595E+11"
"5689",201710020031,"Iraq","Middle East & North Africa",1,0,"Hostage Taking (Kidnapping)","Private Citizens & Property",2,0,-999,"2.08595E+11"
"8423",201705230037,"Philippines","Southeast Asia",1,0,"Hostage Taking (Kidnapping)","Private Citizens & Property",9,0,0,"3.03356E+11"
"8647",201701300021,"Philippines","Southeast Asia",0,0,"Bombing/Explosion","Military",0,0,0,"3.03356E+11"
"125",201710130023,"Afghanistan","South Asia",1,0,"Unknown","Police",0,0,1,"20744935406"
"5910",201707150019,"Ivory Coast","Sub-Saharan Africa",0,0,"Armed Assault","Military",3,3,0,NA
"3113",201708100016,"India","South Asia",0,0,"Bombing/Explosion","Transportation",0,0,0,"2.63095E+12"
"400",201702210037,"Afghanistan","South Asia",1,0,"Unknown","Police",14,10,15,"20744935406"
"10719",201711110007,"Yemen","Middle East & North Africa",1,0,"Bombing/Explosion","Terrorists/Non-State Militia",1,0,-999,"19564086828"
"2759",201705150033,"India","South Asia",1,0,"Armed Assault","Private Citizens & Property",1,0,0,"2.63095E+12"
"10046",201704070024,"Thailand","Southeast Asia",1,0,"Facility/Infrastructure Attack","Utilities",0,0,0,"4.22941E+11"
"9809",201701200034,"Syria","Middle East & North Africa",1,0,"Bombing/Explosion","Military",5,0,9,NA
"6353",201709240012,"Mali","Sub-Saharan Africa",1,0,"Bombing/Explosion","Government (Diplomatic)",3,0,5,"14146600519"
"9948",201702110001,"Thailand","Southeast Asia",1,0,"Bombing/Explosion","Private Citizens & Property",0,0,4,"4.22941E+11"
"9052",201701210014,"Somalia","Sub-Saharan Africa",1,0,"Armed Assault","Military",4,0,0,NA
"1237",201709180013,"Afghanistan","South Asia",1,0,"Bombing/Explosion","Private Citizens & Property",6,0,0,"20744935406"
"6146",201710240043,"Libya","Middle East & North Africa",1,0,"Bombing/Explosion","Government (General)",0,0,0,"46627921660"
"3679",201702130020,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Military",0,0,3,"2.08595E+11"
"6955",201706250012,"Nigeria","Sub-Saharan Africa",1,1,"Bombing/Explosion","Private Citizens & Property",5,1,6,"4.60457E+11"
"6576",201711190028,"Nepal","South Asia",0,0,"Bombing/Explosion","Unknown",0,0,0,"21463958187"
"7180",201705200035,"Nigeria","Sub-Saharan Africa",1,1,"Bombing/Explosion","Educational Institution",1,1,0,"4.60457E+11"
"6441",201708270042,"Myanmar","Southeast Asia",0,0,"Unknown","Military",0,0,0,"79495831533"
"1260",201712270018,"Afghanistan","South Asia",1,0,"Hostage Taking (Kidnapping)","Educational Institution",2,0,0,"20744935406"
"2895",201706170017,"India","South Asia",1,0,"Assassination","Private Citizens & Property",1,0,0,"2.63095E+12"
"1794",201701260038,"Colombia","South America",1,0,"Armed Assault","Private Citizens & Property",1,0,0,"3.73471E+11"
"1753",201708150043,"Colombia","South America",1,0,"Armed Assault","Police",1,0,5,"3.73471E+11"
"5772",201711220003,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",0,0,2,"2.08595E+11"
"4415",201706230002,"Iraq","Middle East & North Africa",1,1,"Bombing/Explosion","Military",7,5,5,"2.08595E+11"
"4007",201704060018,"Iraq","Middle East & North Africa",1,1,"Bombing/Explosion","Private Citizens & Property",2,1,3,"2.08595E+11"
"8686",201703250032,"Philippines","Southeast Asia",1,0,"Unknown","Military",2,0,0,"3.03356E+11"
"2150",201712280005,"Egypt","Middle East & North Africa",1,0,"Armed Assault","Police",5,3,0,"2.7171E+11"
"5243",201710310001,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Business",0,0,2,"2.08595E+11"
"4065",201702120026,"Iraq","Middle East & North Africa",1,1,"Bombing/Explosion","Police",3,1,3,"2.08595E+11"
"2657",201711250019,"India","South Asia",1,0,"Hostage Taking (Kidnapping)","Business",1,0,0,"2.63095E+12"
"8262",201712090019,"Philippines","Southeast Asia",1,0,"Bombing/Explosion","Unknown",0,0,0,"3.03356E+11"
"3159",201708020036,"India","South Asia",1,0,"Armed Assault","Private Citizens & Property",1,0,0,"2.63095E+12"
"804",201705170014,"Afghanistan","South Asia",1,1,"Bombing/Explosion","Journalists & Media",10,4,18,"20744935406"
"9739",201707060024,"Syria","Middle East & North Africa",1,1,"Bombing/Explosion","Transportation",5,1,9,NA
"3895",201701120032,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",1,0,4,"2.08595E+11"
"3368",201710230034,"Indonesia","Southeast Asia",1,0,"Armed Assault","Police",0,0,4,"1.09046E+12"
"6837",201704030007,"Nigeria","Sub-Saharan Africa",1,0,"Armed Assault","Private Citizens & Property",8,0,0,"4.60457E+11"
"7993",201704070052,"Pakistan","South Asia",1,0,"Armed Assault","Private Citizens & Property",1,0,0,"2.40857E+11"
"4978",201710060018,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",2,0,0,"2.08595E+11"
"9555",201705160069,"Sri Lanka","South Asia",1,0,"Armed Assault","Private Citizens & Property",0,0,-999,"82547720664"
"513",201712080003,"Afghanistan","South Asia",1,0,"Bombing/Explosion","Unknown",2,2,0,"20744935406"
"6901",201709080022,"Nigeria","Sub-Saharan Africa",1,0,"Hostage Taking (Kidnapping)","Private Citizens & Property",2,2,0,"4.60457E+11"
"8484",201707140006,"Philippines","Southeast Asia",1,0,"Bombing/Explosion","Police",0,0,6,"3.03356E+11"
"3460",201705300025,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Religious Figures/Institutions",3,0,4,"2.08595E+11"
"9572",201708070039,"Sudan","Sub-Saharan Africa",1,0,"Hijacking","Government (Diplomatic)",0,0,0,"79411016248"
"4974",201707020004,"Iraq","Middle East & North Africa",1,1,"Bombing/Explosion","Private Citizens & Property",20,1,13,"2.08595E+11"
"10815",201712020038,"Yemen","Middle East & North Africa",1,0,"Hostage Taking (Kidnapping)","Private Citizens & Property",0,0,0,"19564086828"
"3198",201705220033,"India","South Asia",0,0,"Bombing/Explosion","Unknown",0,0,0,"2.63095E+12"
"6153",201706150062,"Libya","Middle East & North Africa",1,0,"Hostage Taking (Kidnapping)","Religious Figures/Institutions",-999,0,-999,"46627921660"
"9143",201705080005,"Somalia","Sub-Saharan Africa",1,0,"Bombing/Explosion","Military",3,0,2,NA
"6238",201710220033,"Libya","Middle East & North Africa",0,0,"Armed Assault","Private Citizens & Property",0,0,0,"46627921660"
"4524",201705300005,"Iraq","Middle East & North Africa",0,1,"Bombing/Explosion","Private Citizens & Property",5,5,0,"2.08595E+11"
"5751",201702040022,"Iraq","Middle East & North Africa",0,0,"Bombing/Explosion","Unknown",0,0,0,"2.08595E+11"
"9645",201704040010,"Sudan","Sub-Saharan Africa",1,0,"Armed Assault","Business",1,0,1,"79411016248"
"8567",201708150035,"Philippines","Southeast Asia",1,0,"Bombing/Explosion","Military",0,0,7,"3.03356E+11"
"2948",201706180039,"India","South Asia",0,0,"Armed Assault","Military",0,0,0,"2.63095E+12"
"8658",201712290008,"Philippines","Southeast Asia",1,0,"Hostage Taking (Kidnapping)","Police",-999,0,-999,"3.03356E+11"
"2656",201702080036,"India","South Asia",1,0,"Facility/Infrastructure Attack","Transportation",0,0,0,"2.63095E+12"
"3482",201705250002,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",0,0,2,"2.08595E+11"
"5714",201711200002,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",1,0,1,"2.08595E+11"
"1928",201712200032,"Democratic Republic of the Congo","Sub-Saharan Africa",1,0,"Unknown","Utilities",5,4,2,"33277598255"
"5228",201705170004,"Iraq","Middle East & North Africa",1,0,"Unknown","Police",2,0,3,"2.08595E+11"
"9509",201705050009,"South Sudan","Sub-Saharan Africa",1,0,"Armed Assault","Transportation",15,0,8,NA
"3149",201702160038,"India","South Asia",0,0,"Armed Assault","Military",0,0,0,"2.63095E+12"
"3654",201705030006,"Iraq","Middle East & North Africa",0,0,"Bombing/Explosion","Police",0,0,0,"2.08595E+11"
"584",201705230024,"Afghanistan","South Asia",1,0,"Unknown","Transportation",-999,-999,-999,"20744935406"
"9072",201703210013,"Somalia","Sub-Saharan Africa",1,0,"Assassination","Government (General)",1,0,0,NA
"5249",201707030015,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",3,0,2,"2.08595E+11"
"8250",201709180004,"Philippines","Southeast Asia",1,0,"Facility/Infrastructure Attack","Police",0,0,0,"3.03356E+11"
"2428",201701090018,"India","South Asia",1,0,"Armed Assault","Government (General)",3,0,1,"2.63095E+12"
"7040",201707260018,"Nigeria","Sub-Saharan Africa",1,1,"Bombing/Explosion","Terrorists/Non-State Militia",3,3,4,"4.60457E+11"
"8819",201707080026,"Saudi Arabia","Middle East & North Africa",1,0,"Bombing/Explosion","Police",0,0,2,"6.84158E+11"
"10740",201704290032,"Yemen","Middle East & North Africa",1,0,"Unknown","Military",1,0,8,"19564086828"
"1746",201710240041,"Colombia","South America",1,0,"Assassination","Government (General)",1,0,0,"3.73471E+11"
"5212",201706010011,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",1,0,1,"2.08595E+11"
"8913",201711040024,"Somalia","Sub-Saharan Africa",1,0,"Armed Assault","Police",1,0,0,NA
"342",201702190028,"Afghanistan","South Asia",1,0,"Bombing/Explosion","Private Citizens & Property",6,6,2,"20744935406"
"2645",201702200027,"India","South Asia",1,0,"Hostage Taking (Kidnapping)","Private Citizens & Property",0,0,1,"2.63095E+12"
"9597",201708310032,"Sudan","Sub-Saharan Africa",1,0,"Armed Assault","Private Citizens & Property",0,0,1,"79411016248"
"6298",201709200009,"Mali","Sub-Saharan Africa",1,0,"Armed Assault","Government (Diplomatic)",6,0,-999,"14146600519"
"9723",201707130059,"Syria","Middle East & North Africa",1,0,"Bombing/Explosion","Violent Political Party",1,0,5,NA
"8351",201702280030,"Philippines","Southeast Asia",1,0,"Facility/Infrastructure Attack","Business",0,0,0,"3.03356E+11"
"505",201710280023,"Afghanistan","South Asia",1,0,"Armed Assault","Police",2,1,3,"20744935406"
"3091",201706090040,"India","South Asia",1,0,"Facility/Infrastructure Attack","Private Citizens & Property",0,0,0,"2.63095E+12"
"5241",201705140063,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",0,0,2,"2.08595E+11"
"10510",201706140029,"United States","North America",0,0,"Assassination","Government (General)",1,1,6,"1.7305E+13"
"2913",201707130038,"India","South Asia",1,0,"Facility/Infrastructure Attack","Government (General)",0,0,0,"2.63095E+12"
"4758",201710120014,"Iraq","Middle East & North Africa",1,0,"Hostage Taking (Kidnapping)","Private Citizens & Property",-999,0,-999,"2.08595E+11"
"7463",201710070001,"Pakistan","South Asia",1,0,"Bombing/Explosion","Military",0,0,3,"2.40857E+11"
"1311",201708110025,"Afghanistan","South Asia",1,0,"Unknown","Police",5,3,2,"20744935406"
"9557",201705160057,"Sri Lanka","South Asia",1,0,"Facility/Infrastructure Attack","Religious Figures/Institutions",0,0,0,"82547720664"
"4026",201702220037,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Military",1,0,1,"2.08595E+11"
"2548",201705240018,"India","South Asia",1,0,"Bombing/Explosion","Police",0,0,3,"2.63095E+12"
"9688",201709260035,"Sweden","Western Europe",1,0,"Facility/Infrastructure Attack","Religious Figures/Institutions",0,0,0,"5.73209E+11"
"8606",201706200021,"Philippines","Southeast Asia",1,0,"Armed Assault","Police",1,-999,-999,"3.03356E+11"
"4246",201709250005,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Business",1,0,5,"2.08595E+11"
"9116",201706010030,"Somalia","Sub-Saharan Africa",1,0,"Assassination","Private Citizens & Property",1,0,0,NA
"2114",201701210030,"Egypt","Middle East & North Africa",0,0,"Armed Assault","Police",0,0,0,"2.7171E+11"
"9712",201702080023,"Syria","Middle East & North Africa",1,0,"Bombing/Explosion","NGO",3,0,7,NA
"4890",201702030009,"Iraq","Middle East & North Africa",0,0,"Armed Assault","Military",-999,-999,-999,"2.08595E+11"
"1127",201708120058,"Afghanistan","South Asia",0,1,"Bombing/Explosion","Military",-999,-999,0,"20744935406"
"6431",201710050006,"Mozambique","Sub-Saharan Africa",1,0,"Armed Assault","Police",6,5,2,"15400912190"
"2999",201712110014,"India","South Asia",1,0,"Assassination","Private Citizens & Property",2,0,0,"2.63095E+12"
"8483",201706070039,"Philippines","Southeast Asia",1,0,"Bombing/Explosion","Business",0,0,2,"3.03356E+11"
"3351",201710210026,"Indonesia","Southeast Asia",1,0,"Armed Assault","Business",0,0,1,"1.09046E+12"
"8924",201705310044,"Somalia","Sub-Saharan Africa",0,0,"Bombing/Explosion","Business",0,0,0,NA
"283",201705310040,"Afghanistan","South Asia",1,0,"Armed Assault","Police",13,13,13,"20744935406"
"5515",201711030009,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Police",3,0,3,"2.08595E+11"
"4891",201710030004,"Iraq","Middle East & North Africa",1,0,"Unknown","Private Citizens & Property",0,0,0,"2.08595E+11"
"8964",201708220009,"Somalia","Sub-Saharan Africa",1,0,"Bombing/Explosion","Military",-999,0,-999,NA
"4971",201708280002,"Iraq","Middle East & North Africa",0,0,"Bombing/Explosion","Unknown",0,0,0,"2.08595E+11"
"2270",201707180001,"France","Western Europe",1,0,"Facility/Infrastructure Attack","Telecommunication",0,0,0,"2.85709E+12"
"5197",201710290001,"Iraq","Middle East & North Africa",0,0,"Unknown","Military",0,0,0,"2.08595E+11"
"98",201707180009,"Afghanistan","South Asia",1,0,"Bombing/Explosion","Private Citizens & Property",3,0,0,"20744935406"
"904",201711130009,"Afghanistan","South Asia",1,1,"Bombing/Explosion","Military",1,1,4,"20744935406"
"3251",201712080030,"India","South Asia",1,0,"Hostage Taking (Kidnapping)","Private Citizens & Property",2,0,0,"2.63095E+12"
"5564",201704130013,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Military",0,0,0,"2.08595E+11"
"10236",201705230034,"Turkey","Middle East & North Africa",0,0,"Bombing/Explosion","Unknown",0,0,0,"1.20604E+12"
"7548",201701060005,"Pakistan","South Asia",0,0,"Bombing/Explosion","Unknown",0,0,0,"2.40857E+11"
"105",201705080012,"Afghanistan","South Asia",1,0,"Armed Assault","Police",50,40,20,"20744935406"
"6106",201705220053,"Libya","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",0,0,-999,"46627921660"
"7273",201706080034,"Nigeria","Sub-Saharan Africa",0,1,"Bombing/Explosion","Unknown",1,1,0,"4.60457E+11"
"4752",201706160002,"Iraq","Middle East & North Africa",0,1,"Bombing/Explosion","Unknown",5,5,0,"2.08595E+11"
"2209",201705250006,"Egypt","Middle East & North Africa",1,0,"Armed Assault","Police",1,0,0,"2.7171E+11"
"1187",201706290008,"Afghanistan","South Asia",1,0,"Assassination","Private Citizens & Property",1,0,0,"20744935406"
"4186",201703220041,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",0,0,0,"2.08595E+11"
"6516",201709190008,"Myanmar","Southeast Asia",1,0,"Bombing/Explosion","Transportation",0,0,0,"79495831533"
"574",201712270010,"Afghanistan","South Asia",1,0,"Assassination","Private Citizens & Property",1,0,0,"20744935406"
"5792",201705200060,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",0,0,4,"2.08595E+11"
"7215",201710180008,"Nigeria","Sub-Saharan Africa",1,0,"Armed Assault","Military",3,0,5,"4.60457E+11"
"9943",201706120020,"Thailand","Southeast Asia",1,0,"Armed Assault","Police",2,0,0,"4.22941E+11"
"9890",201702120034,"Syria","Middle East & North Africa",1,1,"Bombing/Explosion","Private Citizens & Property",8,5,1,NA
"1192",201711060006,"Afghanistan","South Asia",1,0,"Assassination","Government (Diplomatic)",1,0,0,"20744935406"
"1935",201712180005,"Democratic Republic of the Congo","Sub-Saharan Africa",1,0,"Armed Assault","Private Citizens & Property",0,0,0,"33277598255"
"1904",201706070012,"Democratic Republic of the Congo","Sub-Saharan Africa",1,0,"Hostage Taking (Kidnapping)","Business",0,0,0,"33277598255"
"4636",201709260003,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",1,0,7,"2.08595E+11"
"2077",201706100025,"Egypt","Middle East & North Africa",1,0,"Armed Assault","Police",2,0,0,"2.7171E+11"
"9921",201708190043,"Syria","Middle East & North Africa",1,0,"Bombing/Explosion","Military",2,0,10,NA
"1013",201712310018,"Afghanistan","South Asia",1,0,"Armed Assault","Terrorists/Non-State Militia",6,0,0,"20744935406"
"8397",201703300005,"Philippines","Southeast Asia",1,0,"Bombing/Explosion","Military",0,0,1,"3.03356E+11"
"1029",201703010003,"Afghanistan","South Asia",1,1,"Bombing/Explosion","Police",16,5,53,"20744935406"
"9895",201710210023,"Syria","Middle East & North Africa",1,0,"Hostage Taking (Kidnapping)","Private Citizens & Property",-999,0,-999,NA
"55",201701020074,"Afghanistan","South Asia",1,1,"Bombing/Explosion","Unknown",1,1,0,"20744935406"
"5067",201707120035,"Iraq","Middle East & North Africa",1,0,"Hostage Taking (Kidnapping)","Police",-999,0,-999,"2.08595E+11"
"10030",201708160028,"Thailand","Southeast Asia",1,0,"Bombing/Explosion","Military",0,0,4,"4.22941E+11"
"4472",201702130041,"Iraq","Middle East & North Africa",1,0,"Assassination","Government (General)",1,0,0,"2.08595E+11"
"3496",201710120011,"Iraq","Middle East & North Africa",1,0,"Hostage Taking (Kidnapping)","Private Citizens & Property",-999,0,-999,"2.08595E+11"
"3105",201711240021,"India","South Asia",1,0,"Hostage Taking (Kidnapping)","Terrorists/Non-State Militia",1,0,0,"2.63095E+12"
"10036",201708010015,"Thailand","Southeast Asia",1,0,"Bombing/Explosion","Military",0,0,0,"4.22941E+11"
"9401",201711140026,"Somalia","Sub-Saharan Africa",1,1,"Bombing/Explosion","Military",2,1,-999,NA
"10319",201712060013,"Uganda","Sub-Saharan Africa",1,0,"Assassination","Government (General)",1,0,0,"28578668646"
"1010",201705240045,"Afghanistan","South Asia",1,0,"Bombing/Explosion","Unknown",2,2,5,"20744935406"
"5502",201707210020,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Military",0,0,2,"2.08595E+11"
"6311",201703170029,"Mali","Sub-Saharan Africa",1,0,"Assassination","Terrorists/Non-State Militia",1,0,0,"14146600519"
"8068",201706250027,"Philippines","Southeast Asia",1,0,"Armed Assault","Military",0,0,2,"3.03356E+11"
"4895",201708250059,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",0,0,4,"2.08595E+11"
"8204",201710080006,"Philippines","Southeast Asia",0,0,"Bombing/Explosion","Unknown",0,0,0,"3.03356E+11"
"10039",201703020001,"Thailand","Southeast Asia",1,0,"Assassination","Government (General)",4,0,2,"4.22941E+11"
"9426",201705080004,"Somalia","Sub-Saharan Africa",1,1,"Assassination","Government (General)",9,1,10,NA
"2760",201712220013,"India","South Asia",0,0,"Hostage Taking (Kidnapping)","Government (General)",0,0,0,"2.63095E+12"
"1004",201709100003,"Afghanistan","South Asia",0,0,"Assassination","Police",1,0,4,"20744935406"
"667",201706010016,"Afghanistan","South Asia",1,1,"Bombing/Explosion","Military",2,1,4,"20744935406"
"1903",201710070013,"Democratic Republic of the Congo","Sub-Saharan Africa",1,0,"Armed Assault","Military",-999,-999,-999,"33277598255"
"6013",201707240038,"Kenya","Sub-Saharan Africa",1,0,"Facility/Infrastructure Attack","Government (General)",0,0,0,"58109837754"
"9",201710220031,"Afghanistan","South Asia",1,0,"Armed Assault","Private Citizens & Property",2,0,0,"20744935406"
"4917",201702040013,"Iraq","Middle East & North Africa",0,0,"Bombing/Explosion","Unknown",0,0,0,"2.08595E+11"
"6655",201712020026,"Nepal","South Asia",1,0,"Bombing/Explosion","Business",0,0,0,"21463958187"
"2038",201704200022,"Egypt","Middle East & North Africa",1,0,"Hostage Taking (Kidnapping)","Private Citizens & Property",0,0,0,"2.7171E+11"
"6746",201711170018,"Nepal","South Asia",0,0,"Assassination","Government (General)",0,0,0,"21463958187"
"5610",201706220001,"Iraq","Middle East & North Africa",1,0,"Assassination","Private Citizens & Property",1,0,0,"2.08595E+11"
"7553",201710150001,"Pakistan","South Asia",1,0,"Bombing/Explosion","Military",4,0,3,"2.40857E+11"
"3973",201703030032,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",0,0,4,"2.08595E+11"
"8480",201703300012,"Philippines","Southeast Asia",1,0,"Armed Assault","Military",6,5,0,"3.03356E+11"
"2523",201706150023,"India","South Asia",1,0,"Bombing/Explosion","Military",1,0,3,"2.63095E+12"
"8990",201712120027,"Somalia","Sub-Saharan Africa",1,0,"Bombing/Explosion","Unknown",1,0,0,NA
"7018",201706190040,"Nigeria","Sub-Saharan Africa",1,1,"Bombing/Explosion","Unknown",2,2,0,"4.60457E+11"
"9297",201710090034,"Somalia","Sub-Saharan Africa",1,0,"Armed Assault","Government (General)",0,0,1,NA
"3754",201712090004,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Private Citizens & Property",4,0,0,"2.08595E+11"
"10269",201703150046,"Turkey","Middle East & North Africa",1,0,"Bombing/Explosion","Military",2,0,0,"1.20604E+12"
"338",201701130003,"Afghanistan","South Asia",1,0,"Facility/Infrastructure Attack","Private Citizens & Property",0,0,0,"20744935406"
"6567",201711240025,"Nepal","South Asia",0,0,"Assassination","Government (General)",0,0,1,"21463958187"
"41",201711220024,"Afghanistan","South Asia",1,1,"Bombing/Explosion","Military",2,1,16,"20744935406"
"5853",201709160026,"Ireland","Western Europe",1,0,"Facility/Infrastructure Attack","Police",0,0,0,"3.58293E+11"
"2846",201707170028,"India","South Asia",1,0,"Bombing/Explosion","Private Citizens & Property",0,0,0,"2.63095E+12"
"6188",201702050026,"Libya","Middle East & North Africa",1,0,"Bombing/Explosion","Unknown",0,0,1,"46627921660"
"9395",201707300012,"Somalia","Sub-Saharan Africa",1,0,"Bombing/Explosion","Military",12,0,7,NA
"5809",201702040017,"Iraq","Middle East & North Africa",0,0,"Bombing/Explosion","Unknown",0,0,0,"2.08595E+11"
"8096",201707190018,"Philippines","Southeast Asia",0,0,"Assassination","Government (General)",1,0,1,"3.03356E+11"
"3045",201708020044,"India","South Asia",1,0,"Facility/Infrastructure Attack","Government (General)",0,0,0,"2.63095E+12"
"8994",201704280017,"Somalia","Sub-Saharan Africa",0,0,"Bombing/Explosion","Unknown",1,1,0,NA
"8661",201704040001,"Philippines","Southeast Asia",1,0,"Armed Assault","Military",1,0,0,"3.03356E+11"
"8478",201707230028,"Philippines","Southeast Asia",1,0,"Assassination","Government (General)",1,0,0,"3.03356E+11"
"731",201705150049,"Afghanistan","South Asia",1,0,"Unknown","Police",5,4,0,"20744935406"
"6318",201707160049,"Mali","Sub-Saharan Africa",1,0,"Armed Assault","Military",1,0,0,"14146600519"
"5172",201711120001,"Iraq","Middle East & North Africa",1,0,"Bombing/Explosion","Business",1,0,5,"2.08595E+11"
"668",201705140035,"Afghanistan","South Asia",1,0,"Bombing/Explosion","Military",0,0,0,"20744935406"
"10208",201709060039,"Turkey","Middle East & North Africa",0,0,"Bombing/Explosion","Unknown",0,0,0,"1.20604E+12"
"5886",201704230021,"Israel","Middle East & North Africa",1,0,"Armed Assault","Business",0,0,4,"2.97396E+11"
"3667",201710190022,"Iraq","Middle East & North Africa",1,0,"Facility/Infrastructure Attack","Private Citizens & Property",0,0,0,"2.08595E+11"
"9563",201705240046,"Sri Lanka","South Asia",1,0,"Facility/Infrastructure Attack","Business",0,0,0,"82547720664"
"573",201712270009,"Afghanistan","South Asia",1,0,"Bombing/Explosion","Police",4,0,2,"20744935406"
"4",201704200004,"Afghanistan","South Asia",0,0,"Armed Assault","Police",8,8,0,"20744935406"
"2934",201707010030,"India","South Asia",1,0,"Hostage Taking (Barricade Incident)","Other",0,0,0,"2.63095E+12"
"2199",201702130039,"Egypt","Middle East & North Africa",1,0,"Armed Assault","Private Citizens & Property",0,0,1,"2.7171E+11"
"6965",201712020003,"Nigeria","Sub-Saharan Africa",1,1,"Bombing/Explosion","Private Citizens & Property",8,1,26,"4.60457E+11"
"8748",201703170018,"Russia","Eastern Europe",1,0,"Bombing/Explosion","Government (General)",0,0,0,"1.68001E+12"
"302",201701110026,"Afghanistan","South Asia",1,0,"Bombing/Explosion","Police",0,0,0,"20744935406"
